Date,Exchange_Symbol,Close_Price
2023-01-06,F,12.58
2023-01-05,F,12.25
2023-01-04,F,12.01
2023-01-03,F,11.68
2022-12-30,F,11.63
2022-12-29,F,11.54
2022-12-28,F,10.95
2022-12-27,F,11.2
2022-12-23,F,11.36
2022-12-22,F,11.31
2022-12-21,F,11.78
2022-12-20,F,11.47
2022-12-19,F,11.69
2022-12-16,F,12.12
2022-12-15,F,13.03
2022-12-14,F,13.48
2022-12-13,F,13.57
2022-12-12,F,13.46
2022-12-09,F,13.18
2022-12-08,F,13.12
2022-12-07,F,13.1
2022-12-06,F,13.28
2022-12-05,F,13.38
2022-12-02,F,13.86
2022-12-01,F,14.08
2022-11-30,F,13.9
2022-11-29,F,13.75
2022-11-28,F,13.73
2022-11-25,F,14.08
2022-11-23,F,14.03
2022-11-22,F,14.07
2022-11-21,F,13.95
2022-11-18,F,13.99
2022-11-17,F,13.91
2022-11-16,F,13.9
2022-11-15,F,14.3
2022-11-14,F,14.06
2022-11-11,F,14.5
2022-11-10,F,14.18
2022-11-09,F,13.31
2022-11-08,F,13.72
2022-11-07,F,13.7
2022-11-04,F,13.51
2022-11-03,F,13.26
2022-11-02,F,13.06
2022-11-01,F,13.4
2022-10-31,F,13.37
2022-10-28,F,13.26
2022-10-27,F,13.0
2022-10-26,F,12.82
2022-10-25,F,12.83
2022-10-24,F,12.48
2022-10-21,F,12.19
2022-10-20,F,11.77
2022-10-19,F,12.13
2022-10-18,F,12.03
2022-10-17,F,11.83
2022-10-14,F,11.67
2022-10-13,F,11.77
2022-10-12,F,11.54
2022-10-11,F,11.56
2022-10-10,F,11.36
2022-10-07,F,12.2
2022-10-06,F,12.36
2022-10-05,F,12.51
2022-10-04,F,12.36
2022-10-03,F,11.47
2022-09-30,F,11.2
2022-09-29,F,11.47
2022-09-28,F,12.18
2022-09-27,F,11.91
2022-09-26,F,11.99
2022-09-23,F,12.31
2022-09-22,F,12.77
2022-09-21,F,13.05
2022-09-20,F,13.09
2022-09-19,F,14.93
2022-09-16,F,14.72
2022-09-15,F,14.89
2022-09-14,F,14.66
2022-09-13,F,14.74
2022-09-12,F,15.54
2022-09-09,F,15.42
2022-09-08,F,15.47
2022-09-07,F,15.43
2022-09-06,F,15.03
2022-09-02,F,15.16
2022-09-01,F,15.19
2022-08-31,F,15.24
2022-08-30,F,15.45
2022-08-29,F,15.57
2022-08-26,F,15.41
2022-08-25,F,15.93
2022-08-24,F,15.52
2022-08-23,F,15.32
2022-08-22,F,15.08
2022-08-19,F,15.88
2022-08-18,F,16.15
2022-08-17,F,16.03
2022-08-16,F,16.43
2022-08-15,F,16.32
2022-08-12,F,16.18
2022-08-11,F,15.83
2022-08-10,F,15.5
2022-08-09,F,15.19
2022-08-08,F,15.78
2022-08-05,F,15.3
2022-08-04,F,15.37
2022-08-03,F,15.69
2022-08-02,F,15.16
2022-08-01,F,15.34
2022-07-29,F,14.69
2022-07-28,F,14.0
2022-07-27,F,13.19
2022-07-26,F,12.54
2022-07-25,F,12.84
2022-07-22,F,12.82
2022-07-21,F,13.0
2022-07-20,F,12.73
2022-07-19,F,12.59
2022-07-18,F,11.96
2022-07-15,F,11.88
2022-07-14,F,11.39
2022-07-13,F,11.51
2022-07-12,F,11.56
2022-07-11,F,11.29
2022-07-08,F,11.62
2022-07-07,F,11.65
2022-07-06,F,11.06
2022-07-05,F,11.2
2022-07-01,F,11.32
2022-06-30,F,11.13
2022-06-29,F,11.52
2022-06-28,F,11.81
2022-06-27,F,12.04
2022-06-24,F,12.01
2022-06-23,F,11.56
2022-06-22,F,11.48
2022-06-21,F,11.46
2022-06-17,F,11.23
2022-06-16,F,11.25
2022-06-15,F,12.27
2022-06-14,F,12.2
2022-06-13,F,11.81
2022-06-10,F,12.75
2022-06-09,F,13.28
2022-06-08,F,13.53
2022-06-07,F,13.74
2022-06-06,F,13.46
2022-06-03,F,13.5
2022-06-02,F,13.89
2022-06-01,F,13.55
2022-05-31,F,13.68
2022-05-27,F,13.63
2022-05-26,F,13.12
2022-05-25,F,12.71
2022-05-24,F,12.42
2022-05-23,F,12.83
2022-05-20,F,12.5
2022-05-19,F,12.85
2022-05-18,F,12.78
2022-05-17,F,13.53
2022-05-16,F,13.05
2022-05-13,F,13.5
2022-05-12,F,12.44
2022-05-11,F,12.83
2022-05-10,F,13.35
2022-05-09,F,13.37
2022-05-06,F,14.21
2022-05-05,F,14.53
2022-05-04,F,14.98
2022-05-03,F,14.56
2022-05-02,F,14.27
2022-04-29,F,14.16
2022-04-28,F,14.62
2022-04-27,F,14.85
2022-04-26,F,14.71
2022-04-25,F,15.19
2022-04-22,F,15.13
2022-04-21,F,15.7
2022-04-20,F,16.05
2022-04-19,F,16.15
2022-04-18,F,15.67
2022-04-14,F,15.48
2022-04-13,F,15.51
2022-04-12,F,15.36
2022-04-11,F,15.28
2022-04-08,F,15.05
2022-04-07,F,14.96
2022-04-06,F,15.39
2022-04-05,F,15.82
2022-04-04,F,16.66
2022-04-01,F,16.65
2022-03-31,F,16.91
2022-03-30,F,17.27
2022-03-29,F,17.75
2022-03-28,F,16.67
2022-03-25,F,16.47
2022-03-24,F,16.83
2022-03-23,F,16.68
2022-03-22,F,17.09
2022-03-21,F,16.48
2022-03-18,F,16.86
2022-03-17,F,16.58
2022-03-16,F,16.58
2022-03-15,F,16.06
2022-03-14,F,15.74
2022-03-11,F,16.04
2022-03-10,F,16.33
2022-03-09,F,16.37
2022-03-08,F,16.03
2022-03-07,F,15.97
2022-03-04,F,16.85
2022-03-03,F,17.6
2022-03-02,F,18.1
2022-03-01,F,16.7
2022-02-28,F,17.56
2022-02-25,F,17.83
2022-02-24,F,17.15
2022-02-23,F,16.95
2022-02-22,F,17.29
2022-02-18,F,18.04
2022-02-17,F,17.54
2022-02-16,F,18.01
2022-02-15,F,18.08
2022-02-14,F,17.46
2022-02-11,F,17.55
2022-02-10,F,18.08
2022-02-09,F,18.35
2022-02-08,F,17.72
2022-02-07,F,17.89
2022-02-04,F,17.96
2022-02-03,F,19.89
2022-02-02,F,20.63
2022-02-01,F,20.66
2022-01-31,F,20.3
2022-01-28,F,19.54
2022-01-27,F,19.55
2022-01-26,F,19.91
2022-01-25,F,19.98
2022-01-24,F,20.39
2022-01-21,F,20.65
2022-01-20,F,21.65
2022-01-19,F,22.45
2022-01-18,F,24.38
2022-01-14,F,25.19
2022-01-13,F,25.02
2022-01-12,F,24.47
2022-01-11,F,24.35
2022-01-10,F,23.85
